ID,Review_Date,Author_Name,Vehicle_Title,Review_Title,Rating,Marque
556,23/09/2016,G. Ford,2017 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Quiet ride and great gas mileage,5,Honda
557,30/08/2016,Rich,2017 Honda Accord Hybrid Sedan Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Poor mileage,4,Honda
558,28/08/2016,Sid,2017 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),The Honda Unicorn,5,Honda
559,27/08/2016,BigR,2017 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),OMG! I LOVE THIS CAR!,5,Honda
560,27/08/2016,Mary,2017 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),RIP OFF,2,Honda
561,26/08/2016,Scanman327,2017 Honda Accord Hybrid Sedan Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Finally a hybrid with power and Honda reliability.,5,Honda
562,22/08/2016,James Wiser,2017 Honda Accord Hybrid Sedan Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Go Green,5,Honda
563,21/08/2016,sheri slezak,2017 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),New 2017 hybrid accord,5,Honda
564,19/08/2016,Renae,2017 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"HONDA FAILURE-Avoid-$34,000 Hybrid that semi works",1,Honda
565,18/08/2016,Sandy,2017 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Bought the first of these at my local dealership.,5,Honda
566,18/08/2016,Tom Lombard,2017 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2017 Accord Hybrid Meets Expectations,5,Honda
567,13/08/2016,Daniel,2017 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2017 Accord Hybrid Touring,5,Honda
568,06/08/2016,jim s,2017 Honda Accord Hybrid Sedan Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Best value of the new hybrids!,5,Honda
569,22/07/2016,RMH,2017 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Worth the Wait for those sold on Hybrids,5,Honda
570,20/07/2018,Dan Kurtzer,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Love the hynrid!,5,Honda
571,30/09/2016,Fernando,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Best car ever!!!,4,Honda
572,02/12/2015,dave,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2014 Accord Hybrid Great Ride,5,Honda
573,05/10/2015,Hisham Goreish,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),update Legend of 21st Century,5,Honda
574,10/07/2015,steve,2014 Honda Accord Hybrid Sedan 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),upgrade from the civic hybrid,3,Honda
575,27/04/2015,sankara,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Ok Car,3,Honda
576,07/03/2015,edmundsdon,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Exceptional Gas Mileage,4.75,Honda
577,03/03/2015,Susanne Jusino,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Gas mileage,3.375,Honda
578,13/02/2015,hallsc,2014 Honda Accord Hybrid Sedan 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Gas Mileage Update:  17k miles on vehicle,4.625,Honda
579,12/01/2015,rukem1,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Love this car.,4.75,Honda
580,02/12/2014,benseay,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),DON'T BELIEVE THE GAS MILEAGE HYPE!,2,Honda
581,10/10/2014,newhopian,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),42K and still a big fan,5,Honda
582,24/09/2014,rgh4,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Hybrid Not as Good as Expected,3.125,Honda
583,21/09/2014,hondadj,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Overcharging noise? Any other experience?,4.375,Honda
584,09/09/2014,larryhat1,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Not What I expected,3,Honda
585,04/09/2014,rsxing,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2014 Accord Hybrid Touring MPG WTF,4,Honda
586,21/07/2014,stl_honda,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),A balance of Economy and Performance,4.375,Honda
587,08/07/2014,teegala,2014 Honda Accord Hybrid Sedan 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),1000Miles and counting,3.875,Honda
588,06/07/2014,edmundsdon,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Review from a satisfied customer.,5,Honda
589,13/06/2014,srjjcham,2014 Honda Accord Hybrid Sedan 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2014 Accord Hybrid - 2 months in...,4.75,Honda
590,10/06/2014,hondafan888,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Everything good but rear windshield,4,Honda
591,20/05/2014,newhopian,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Wonderful past 73K miles,5,Honda
592,22/04/2014,dat4life,2014 Honda Accord Hybrid Sedan 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"It ain't perfect, but close enough.",4.875,Honda
593,31/03/2014,vshands,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Good MPG, Excellent Features",5,Honda
594,18/02/2014,milescruiser,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),LEGEND OF 21ST CENTURY,5,Honda
595,15/01/2014,dothetime,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"So far so good, question about Battery Gauge",4,Honda
596,07/01/2014,tropwes,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Bye to Lexus GS, Hello Honda Accord Hybrid Touring.",5,Honda
597,04/01/2014,hondafan35,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Best Accord Yet,5,Honda
598,27/12/2013,hizonr,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Great Urban and Suburban Mileage,4.75,Honda
599,21/11/2013,texas22step,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Great MPG, comfortable, some tech weaknesses",4,Honda
600,10/11/2013,rickpoole,2014 Honda Accord Hybrid Sedan Touring 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Honda Did a Good Job on the New Accord Hybrid,4.5,Honda
601,09/11/2013,wandayvette,2014 Honda Accord Hybrid Sedan EX-L 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),2014 honda accord EX-L hybrid,4.75,Honda
602,05/03/2016,Tyler,2013 Honda Insight Hatchback PZEV 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Not worth it,2,Honda
603,30/11/2015,judy,2013 Honda Insight Hatchback EX PZEV w/Navigation 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),You'll be sorry,1,Honda
604,12/11/2014,theshenami,2013 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Insightful Overachiever,4.375,Honda
605,19/05/2014,blahblah_gc,2013 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),My experience with both Insight and Prius,5,Honda
606,10/11/2013,kojo1,2013 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),"Excellent, but ...",4.125,Honda
607,06/11/2013,lvtyh,2013 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Better than I expect,4.875,Honda
608,18/10/2013,gillie108,2013 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Had to have Another,4.5,Honda
609,24/09/2013,inrva,2013 Honda Insight Hatchback EX PZEV 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Far Exceeded Expectations,4.875,Honda
610,01/07/2013,dnatech,2013 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),I Love my 2012 Insight Base model,4.625,Honda
611,09/06/2013,insightdriver,2013 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),"Honda Insight, the unknown deal",4.875,Honda
612,15/04/2014,wildbill53,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),2003 used purshase,5,Honda
613,28/05/2010,catmwarrior,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Great two person car,4.625,Honda
614,14/03/2010,crazyjake1982,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),great car for a guy to commute.,4.5,Honda
615,19/01/2007,SL,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Great Car!,5,Honda
616,22/06/2006,FRED,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),SO MUCH FUN I WANT TWO,4.875,Honda
617,11/01/2006,J Baxter,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Great Car!! Ignore Consumer Reports,4.875,Honda
618,03/08/2005,rubian77,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),A sweet little ride!,4.625,Honda
619,16/01/2005,Jimbeemer,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),WOW !,5,Honda
620,04/03/2004,Tim Guiles,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),It doesn't get any better than this!,4,Honda
621,27/12/2003,onlyjazz,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Driving a 5000 mile trip to Iowa,5,Honda
622,22/12/2003,Charliebm04,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Positive Review,4.75,Honda
623,18/11/2003,FRED SARABIA,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),FUN TOY,5,Honda
624,11/10/2003,fritz,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Totally cool/fun,4.75,Honda
625,09/10/2003,cars,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight,4,Honda
626,02/09/2003,MANY CARS,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),THE MOST FUN CAR EVER,5,Honda
627,22/08/2003,nth,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Most Wonderful Car ever made,4,Honda
628,29/07/2003,huh?,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),nice,5,Honda
629,29/05/2003,liamblake,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),The perfect car for me.,4,Honda
630,05/05/2003,Ariel Post,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),LOVE IT!!!!!,4,Honda
631,29/04/2003,mjrogers,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),My spacepod flies,4,Honda
632,24/04/2003,Vince,2003 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),What a little wonder!,4.875,Honda
633,10/04/2003,Xsight,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Mower POWER!!!!!!!!!!!!!!!!!!,4,Honda
634,18/03/2003,spinoza,2003 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),First impressions very positive,5,Honda
635,14/07/2018,William R,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Insight fan,5,Honda
636,08/12/2016,Mansoor ahmed,2011 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),WORST CAR IVE EVER OWNED,1,Honda
637,04/08/2015,Chris P,2011 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),One of the best cars I have ever owned.,5,Honda
638,08/05/2014,readykilowatt,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Basic down to earth hybrid,3.375,Honda
639,18/09/2013,spartan949,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),50K Miles Later,3.75,Honda
640,29/04/2013,mattwc1,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Updated 3 year review.,4,Honda
641,07/09/2012,msbella,2011 Honda Insight Hatchback EX 4dr Hatchback w/Navigation (1.3L 4cyl gas/electric hybrid CVT),A fun hybrid? Go figure,4.75,Honda
642,22/08/2012,tradingitin,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Disappointed,2.875,Honda
643,09/05/2012,vadbrown,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),My worst purchase ever,2.75,Honda
644,24/02/2012,barbarossa3,2011 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Money saver,4.5,Honda
645,19/02/2012,mike579,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Better car than it looks on paper,4.375,Honda
646,13/11/2011,nickdapit,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),17K Miles later...,4.375,Honda
647,02/10/2011,jml16,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),"great car, comfortable, best gas mileage",4.875,Honda
648,18/08/2011,chaffstealth,2011 Honda Insight Hatchback LX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Exceeded my expectations,5,Honda
649,28/07/2011,jakata,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Great car,4.625,Honda
650,26/06/2011,rfbronk1,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Honda Insight Delivers Fun & Savings,4.75,Honda
651,31/05/2011,rjbjr5,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),LOVE my 2011 EX Insight,4.75,Honda
652,29/04/2011,steve190,2011 Honda Insight Hatchback 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Honda Insight Base,5,Honda
653,23/03/2011,quigz,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Quigz Review,4.625,Honda
654,22/02/2011,mikeyt1818,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Best Bang For Your Buck!,4.875,Honda
655,20/01/2011,benjiej,2011 Honda Insight Hatchback EX 4dr Hatchback (1.3L 4cyl gas/electric hybrid CVT),Enjoying my '11 EX Insight,4.25,Honda
656,06/06/2006,Ryan B.,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),2005 Honda Insight CVT,4.75,Honda
657,20/05/2006,DriverMan,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Best car I've ever bought,5,Honda
658,23/03/2006,Pierre,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Best Commuter in the World,5,Honda
659,20/01/2006,Custom Computer,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),My Favorite Car Ever,5,Honda
660,03/01/2006,William Kinney,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),I've owned 3 of them,4.75,Honda
661,28/12/2005,l Howe,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid CVT),Insight is a winner,5,Honda
662,30/10/2005,AChoiredTaste,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Best Car for Today,5,Honda
663,20/09/2005,Tim Sakach,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid CVT),Great mileage cruising in carpool lanes,4.75,Honda
664,09/08/2005,frank manley,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),My best car,4.5,Honda
665,03/08/2005,Brian Tennis,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Dynamite comes in small packages,4.375,Honda
666,01/08/2005,HP Laborde,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Perfect Commuter Car,5,Honda
667,28/06/2005,Aleeza St. Clair,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),The Fhantm Strikes,5,Honda
668,06/04/2005,Bunswha,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),The Escape Craft,4.25,Honda
669,01/04/2005,Tfoster,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),I go eco,4.625,Honda
670,31/03/2005,Fallacy124,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Head Turner,4.75,Honda
671,26/03/2005,TUN FLOG,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Best High Mileage car there is,4.5,Honda
672,23/03/2005,Honda Insight,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid CVT),Honda Insight,4.25,Honda
673,23/03/2005,Bob,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight Remains Extreme,3.625,Honda
674,23/03/2005,Frank Manley,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid CVT),An overview and corrections,4.75,Honda
675,15/03/2005,sharon wilson,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),honda insight 2001,4.875,Honda
676,26/02/2005,robert c. schulze,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),windows,4.625,Honda
677,26/02/2005,WVBoogieman,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Homda Insight,4.625,Honda
678,25/02/2005,alexkoch,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Great car for two,4.875,Honda
679,19/02/2005,Constance Van Valken,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),"Fun car, but only for two",5,Honda
680,19/02/2005,Constance Van Valken,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),"Fun car, but only for two",5,Honda
681,12/02/2005,What Savings?,2005 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Thanks to American Honda,3.875,Honda
682,12/02/2005,Frank Manley,2005 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid CVT),Best Caar Ever,4.75,Honda
683,08/06/2006,Freda Ruth,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Just Hummin along,4.875,Honda
684,08/06/2006,Gordon Shepherd,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),2004 Insight review.,4.875,Honda
685,13/01/2005,south bay sean,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Good car,4.75,Honda
686,31/12/2004,Jperez1204,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),I've got one,5,Honda
687,30/12/2004,tom driscoll,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),my most excellent Insight,4.75,Honda
688,30/12/2004,Woody Smith,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),LONG-Term Honda Insight,4.875,Honda
689,30/12/2004,CraigSquirrel,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Hybrids KICK GAS,4.875,Honda
690,30/12/2004,Baron,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),ride the countryside,4,Honda
691,30/12/2004,DelightedInsightOwne,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),A Winner in my Book!,5,Honda
692,30/12/2004,Marilyn Voorhies,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Why this is my all-time favorite car,4.875,Honda
693,28/12/2004,Brian Tennis,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Great car for the money,4.5,Honda
694,15/12/2004,Fred,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),MOST FUN CAR,4.875,Honda
695,12/12/2004,Lawson Huntley,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Technology and Fun In One Great Package,5,Honda
696,07/10/2004,demanding driver,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Sports Car,5,Honda
697,29/09/2004,ralph fairchild,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),"Excellent Car, No maintenance issues",5,Honda
698,19/08/2004,candykidz,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Love my Insight!,5,Honda
699,17/08/2004,jadeeh,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Low the Price,4.875,Honda
700,26/06/2004,unsatisfied driver,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Trade in special,1.375,Honda
701,25/06/2004,Happy Peanut,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Love my car,4.375,Honda
702,19/06/2004,jacques,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Zoom Zoom,5,Honda
703,19/06/2004,JON HENRY,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),DREAM MACHINE,4.75,Honda
704,12/06/2004,agroeros,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight Rocks!,4,Honda
705,03/06/2004,Van Secrist,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Love this car,4,Honda
706,17/05/2004,Dr..Planarian,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Long-term Honda Insight,4.875,Honda
707,11/05/2004,tennisashoe,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight Out-of-Sight!,4.375,Honda
708,07/05/2004,david johnson,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),best car ever,5,Honda
709,05/05/2004,rabbit 162,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),2004 Honda Insight,4.5,Honda
710,25/04/2004,LaEliza,2004 Honda Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M),Great,5,Honda
711,23/04/2004,pukapuyo,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight is Great,5,Honda
712,23/04/2004,Hot Renee,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Matt Adams Thank You!,5,Honda
713,20/04/2004,CHAZ ODIN,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),MY FAVORITE CAR,5,Honda
714,12/04/2004,GregL,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Buyer Beware,3.875,Honda
715,11/04/2004,Stephen Smith,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight Fun to Drive,4,Honda
716,09/04/2004,paulrich,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Insight 2003,4.875,Honda
717,09/04/2004,Ambientity,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid CVT),Now for Something Completely Different,5,Honda
718,04/04/2004,Amaya_Whitman,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),Honda Review,4.25,Honda
719,04/04/2004,Bluegrazz,2004 Honda Insight Hatchback 2dr Hatchback w/Air Conditioning (1.0L 3cyl gas/electric hybrid 5M),yes - I get 57 mpg and I love it!,4.75,Honda
